item_name,ingredient_name,dosage_and_unit,pharmaceutical_form,packaging,packaging_qty,company,wholesale_price,sale_price,submitted_at
AYROVENT,MONTELUKAST,4 mq,Tablet,Blister,28,"ATLANTİK FARMA SA / VEST FARMA SA, Portuqaliya",7.86,9.43,2016-11-29
AYROVENT,MONTELUKAST,5 mq,Tablet,Blister,28,"ATLANTİK FARMA SA / VEST FARMA SA, Portuqaliya",8.33,10,2016-11-29
AYROVENT,MONTELUKAST,10 mq,Tablet,Blister,28,"ATLANTİK FARMA SA / VEST FARMA SA, Portuqaliya",11.43,13.72,2016-11-29
AYSEF,CEFTRIAXONE + SULBACTAM,(500 + 250) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 3 ml,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",7.17,8.6,2016-11-29
AYSEF,CEFTRIAXONE + SULBACTAM,(1000 + 500) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 5 ml,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",8.53,10.24,2016-11-29
AZAFLOKS,OFLOXACIN,200 mq,Tablet,Blister,10,"MEDOXEMİ LTD, Kipr",6.95,8.34,2016-11-29
AZALAVİR,VALACICLOVIR,500 mq,Tablet,Blister,8,"APOTEKS İNK, Kanada",12.46,14.95,2016-11-29
AZAL-S,AZITHROMYCIN,250 mq,Tablet,Blister,6,"FARMASAYNS İNK, Kanada",4.9,5.88,2016-11-29
AZARQA,BRINZOLAMIDE + TIMOLOL,(10 + 5) mq,Göz üçün damcı,Flakon 5 ml,1,"ALKON-KUVRE NV, Belçika",16.24,19.49,2016-11-29
AZATRİL,AZITHROMYCIN,250 mq,Kapsul,Blister,6,"BALKANFARMA RAZGRAD AD, Bolqarıstan",8.58,10.3,2016-11-29
AZATRİL,AZITHROMYCIN,250 mq,Kapsul,Blister,8,"BALKANFARMA RAZGRAD AD, Bolqarıstan",11.4,13.68,2016-11-29
AZEFREN,IBUPROFEN,20 mq/ml,Şərbət,Flakon 150 ml,1,"YUNİ FARMA KLEON TSETİS FARMASYUTİKAL LABORATORİES SA,
Yunanıstan",5.04,6.05,2016-11-29
AZİBİOT,AZITHROMYCIN,250 mq,Tablet,Blister,6,"KRKA DD, Sloveniya",6.93,8.32,2018-05-18
AZİBİOT,AZITHROMYCIN,500 mq,Tablet,Blister,3,"KRKA DD, Sloveniya",5.76,6.91,2018-05-18
AZİBİOT,AZITHROMYCIN,500 mq,Tablet,Blister,6,"KRKA DD, Sloveniya",11.52,13.82,2018-05-18
AZİBİOT,AZITHROMYCIN,20 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 20 ml,1,"KRKA DD, Sloveniya",4.26,5.11,2018-11-17
AZİBİOT,AZITHROMYCIN,40 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 15 ml,1,"KRKA DD, Sloveniya",5.17,6.2,2018-11-17
AZİBİOT,AZITHROMYCIN,40 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 30 ml,1,"KRKA DD, Sloveniya",8.58,10.3,2018-11-17
AZİKAR,AZITHROMYCIN,250 mq,Kapsul,Blister,6,"FARMAKEYA İNT KO, Fələstin",8.58,10.3,2016-11-29
AZİKASİN,AMIKACIN,50 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",0.93,1.12,2016-11-29
AZİKASİN,AMIKACIN,250 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",2.84,3.41,2016-11-29
AZİROKS,AZITHROMYCIN,500 mq,Tablet,Blister,3,"OM FARMA SA, Yunanıstan",6.17,7.4,2016-11-29
AZİTROKERN,AZITHROMYCIN,500 mq,Tablet,Blister,3,"KERN FARMA SL, İspaniya",6.17,7.4,2016-11-29
AZİTROKERN,AZITHROMYCIN DIHYDRATE,40 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 30 ml,1,"KERN FARMA SL, İspaniya",8.58,10.3,2016-11-29
AZİTROMİSİN,AZITHROMYCIN,500 mq,Tablet,Blister,3,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",3.93,4.72,2018-05-18
AZİTROMİSİN,AZITHROMYCIN,250 mq,Kapsul,Blister,6,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",2.28,2.74,2016-11-29
AZİTROMİSİN-RNP,AZITHROMYCIN,250 mq,Kapsul,Blister,6,"BM RNP FARMASYUTİKALS MMC, Moldova",2.06,2.47,2016-11-29
AZİTROMİSİN-RNP,AZITHROMYCIN,500 mq,Kapsul,Blister,3,"BM RNP FARMASYUTİKALS MMC, Moldova",2.34,2.81,2016-11-29
AZMASOL HFA,SALBUTAMOL SULFATE,100 mkq/doza,İnhalyasiya üçün aerozol,Flakon (200 doza),1,"BEKSİMKO FARMASYUTİKALS LTD, Banqladeş",2.94,3.53,2016-11-29
AZOKAN,FLUCONAZOLE,100 mq,Kapsul,Blister,2,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",5.33,6.4,2016-11-29
AZOKAN,FLUCONAZOLE,100 mq,Kapsul,Blister,7,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",15.86,19.03,2016-11-29
AZOKAN,FLUCONAZOLE,100 mq,Kapsul,Blister,10,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",22.67,27.2,2016-11-29
AZOKAN,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",6.75,8.1,2016-11-29
AZOKAN,FLUCONAZOLE,150 mq,Kapsul,Blister,7,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",19.82,23.78,2016-11-29
AZOKAN,FLUCONAZOLE,150 mq,Kapsul,Blister,10,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",28.3,33.96,2016-11-29
AZOKAN,FLUCONAZOLE,200 mq,Kapsul,Blister,2,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",12.31,14.77,2016-11-29
AZOKAN,FLUCONAZOLE,200 mq,Kapsul,Blister,7,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",28.96,34.75,2016-11-29
AZOKAN,FLUCONAZOLE,200 mq,Kapsul,Blister,10,"LABORATORİO FARMASYUTİKO CT SRL / ABC FARMASYUTİÇİ SPA, İtaliya",41.34,49.61,2016-11-29
AZOKSİN,AZITHROMYCIN,250 mq,Tablet,Blister,6,"BİOFARMA İLAÇ SAN VE TİC AŞ, Türkiyə",6.93,8.32,2016-11-29
AZOKSİN,AZITHROMYCIN,500 mq,Tablet,Blister,3,"BİOFARMA İLAÇ SAN VE TİC AŞ, Türkiyə",6.17,7.4,2016-11-29
AZOKSİN,AZITHROMYCIN,40 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 15 ml,1,"BİOFARMA İLAÇ SAN VE TİC AŞ, Türkiyə",5.17,6.2,2016-11-29
AZOKSİN,AZITHROMYCIN,40 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 30 ml,1,"BİOFARMA İLAÇ SAN VE TİC AŞ, Türkiyə",8.58,10.3,2016-11-29
AZOLA,FLUCONAZOLE,3 mq/ml,Damcı,Flakon 5 ml,1,"ROMFARM KOMPANİ SRL, Rumıniya",5.35,6.42,2016-11-29
AZOLİN,CEFAZOLIN,1000 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",2.38,2.86,2016-11-29
AZOMAKSON,AZITHROMYCIN,500 mq,Tablet,Blister,3,"KOÇAK FARMA İLAÇ VE KİMYA SAN AŞ, Türkiyə",6.17,7.4,2016-11-29
AZOMAKSON,AZITHROMYCIN,40 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 15 ml,1,"KOÇAK FARMA İLAÇ VE KİMYA SAN AŞ, Türkiyə",5.17,6.2,2016-11-29
AZOPT,BRINZOLAMIDE,10 mq/ml,Göz üçün damcı,Flakon 5 ml,1,"ALKON-KUVRE NV, Belçika",12.47,14.96,2016-11-29
AZOQLUMİN,GLUCOSAMINE,1500 mq,Məhlul hazırlamaq üçün toz,Paket,30,"SERRA PAMİES, İspaniya",26.04,31.25,2016-11-29
AZREDOL,KETOROLAC TROMETHAMINE,30 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",2.16,2.59,2016-11-29
AZROSİN,AZITHROMYCIN,500 mq,Tablet,Blister,3,"ZENTİVA SAĞLIK ÜRÜNLERİ SAN VE TİC AŞ, Türkiyə",6.17,7.4,2016-11-29
AZROSİN,AZITHROMYCIN,40 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 15 ml,1,"ZENTİVA SAĞLIK ÜRÜNLERİ SAN VE TİC AŞ, Türkiyə",5.17,6.2,2016-11-29
BAGEDA,LEFLUNOMIDE,10 mq,Tablet,Blister,30,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",29.12,34.94,2017-05-24
BAGEDA,LEFLUNOMIDE,20 mq,Tablet,Blister,30,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",28.58,34.3,2017-05-24
BAKLOSAN,BACLOFEN,10 mq,Tablet,Blister,50,"POLFARMA ƏCZAÇILIQ MÜƏSSİSƏSİ SC, Polşa",4.83,5.8,2019-01-12
BAKLOSAN,BACLOFEN,25 mq,Tablet,Blister,50,"POLFARMA ƏCZAÇILIQ MÜƏSSİSƏSİ SC, Polşa",6.84,8.21,2016-11-29
BAKTAMED,AMPICILLIN + SULBACTAM,(500 + 250) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"SEDİKO FARMASYUTİKAL KO, Misir",1.66,1.99,2016-11-29
BAKTAMED,AMPICILLIN + SULBACTAM,(500 + 250) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"LDP-LABORATORİOS TORLAN SA, İspaniya",2.61,3.13,2016-11-29
BAKTAMED,AMPICILLIN + SULBACTAM,(1000 + 500) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"SEDİKO FARMASYUTİKAL KO, Misir",1.75,2.1,2016-11-29
BAKTAMED,AMPICILLIN + SULBACTAM,(1000 + 500) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"LDP-LABORATORİOS TORLAN SA, İspaniya",4.25,5.1,2016-11-29
BAKTERİSİD İLƏ PERMETRİN MƏLHƏMİ,PERMETHRIN + CHINIFURILI,(50 + 1) mq/q,Məlhəm,Tub 40 q,1,"LMP MMC, Latviya",10.06,12.07,2016-11-29
BAKTİQRAM,CEFACLOR,50 mq/ml,Suspenziya hazırlamaq üçün qranul,Flakon 100 ml,1,"FAKTA FARMASYUTİÇİ SPA, İtaliya",10.79,12.95,2018-10-06
BAKTİROSİN,MUPIROCIN,20 mq/q,Məlhəm,Tub 20 q,1,"TAİ GUK FARM KO LTD, Cənubi Koreya",6.28,7.54,2016-11-29
BAKTOKS,AMOXICILLIN,500 mq,Kapsul,Blister,12,"İNNOTERA KUZİ, Fransa",2.17,2.6,2016-11-29
BAKTOKS,AMOXICILLIN,25 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 60 ml,1,"İNNOTERA KUZİ, Fransa",2.25,2.7,2016-11-29
BAKTOKS,AMOXICILLIN,50 mq/ml,Suspenziya hazırlamaq üçün toz,Flakon 60 ml,1,"İNNOTERA KUZİ, Fransa",2.61,3.13,2016-11-29
BAKTOSİD,AMPICILLIN SODIUM + SULBACTAM SODIUM,(500 + 250) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"İE ULAQAY İLAÇ SAN TÜRK AŞ, Türkiyə",2.61,3.13,2016-11-29
BAKTOSİD,AMPICILLIN SODIUM + SULBACTAM SODIUM,(1000 + 500) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"İE ULAQAY İLAÇ SAN TÜRK AŞ, Türkiyə",4.25,5.1,2016-11-29
BAKTRİM,SULFAMETHOXAZOLE + TRIMETHOPRIM,(40 + 8) mq/ml,Suspenziya,Flakon 100 ml,1,"SENEKSİ SAS, Fransa",4.35,5.22,2016-11-29
BAKTROBAN,MUPIROCIN,20 mq/q,Krem,Tub 15 q,1,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",7.49,8.99,2016-11-29
BAKTROBAN,MUPIROCIN,20 mq/q,Məlhəm,Tub 15 q,1,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",8.34,10.01,2016-11-29
BALUDOL,ALFACALCIDOL,2 mkq/ml,Məhlul,Flakon 20 ml,1,"RAFARM SA, Yunanıstan",17.06,20.47,2016-11-29
BANEMOL,FORMOTEROL + BUDESONIDE,(6 + 200) mkq,İnhalyasiya üçün kapsul,Flakon,60,"LABORATORİOS LİKONZA SA, İspaniya",28,33.6,2017-12-09
BANEMOL,FORMOTEROL + BUDESONIDE,(12 + 400) mkq,İnhalyasiya üçün kapsul,Flakon,60,"LABORATORİOS LİKONZA SA, İspaniya",33,39.6,2017-12-09
BANEOSİN,BACITRACIN + NEOMYCIN,(250 + 5000) IU/q,Xaricə istifadə üçün toz,Flakon 10 q,1,"FARMASYUTİÇE FABRİK MONTAVİT GMBH, Avstriya",4.61,5.53,2017-05-24
BANEOSİN,BACITRACIN + NEOMYCIN,(250 + 5000) IU/q,Məlhəm,Tub 20 q,1,"SANDOZ GMBH / MERK KGAA, Avstriya",4.61,5.53,2016-11-29
BAQOBLOK,BETAMETHASONE + DICLOFENAC SODIUM + HYDROXOCOBALAMIN,(2 + 75 + 10) mq,İnyeksiya üçün məhlul,Ampul,3,"LABORATORİOS BAQO SA, Argentina",25.72,30.86,2016-11-29
BAQOBLOK,BETAMETHASONE + DICLOFENAC SODIUM + HYDROXOCOBALAMIN,(2 + 75 + 10) mq,İnyeksiya üçün məhlul,Ampul,6,"LABORATORİOS BAQO SA, Argentina",43.65,52.38,2016-11-29
BAQOMET,METFORMIN,500 mq,Tablet,Blister,30,"KİMİKA MONTPELLİER SA, Argentina",0.96,1.15,2016-11-29
BAQOMET,METFORMIN,850 mq,Tablet,Blister,30,"KİMİKA MONTPELLİER SA, Argentina",1.46,1.75,2016-11-29
BAQOMET PLUS,METFORMIN + GLIBENCLAMIDE,"(500 + 2,5) mq",Tablet,Blister,30,"KİMİKA MONTPELLİER SA, Argentina",4.35,5.22,2016-11-29
BAQOMET PLUS,METFORMIN + GLIBENCLAMIDE,"(500 + 2,5) mq",Tablet,Blister,60,"KİMİKA MONTPELLİER SA, Argentina",8.66,10.39,2016-11-29
BAQOMET PLUS,METFORMIN + GLIBENCLAMIDE,(500 + 5) mq,Tablet,Blister,30,"KİMİKA MONTPELLİER SA, Argentina",3.77,4.52,2016-11-29
BAQOMET PLUS,METFORMIN + GLIBENCLAMIDE,(500 + 5) mq,Tablet,Blister,60,"KİMİKA MONTPELLİER SA, Argentina",7.52,9.02,2016-11-29
BARALGİN M,METAMIZOLE SODIUM,500 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,5,"SANOFİ İNDİA LTD, Hindistan",3.58,4.3,2016-11-29
BAROL,RABEPRAZOLE SODIUM,10 mq,Kapsul,Blister,30,"MEQA LAYFSAYNS LTD, Avstraliya",12.02,14.42,2016-11-29
BAROL,RABEPRAZOLE SODIUM,20 mq,Kapsul,Blister,30,"MEQA LAYFSAYNS LTD, Avstraliya",16.77,20.12,2016-11-29
BARSİDON,IRBESARTAN + HYDROCHLOROTHIAZIDE,"(150 + 12,5) mq",Tablet,Blister,28,"LABORATORİOS LESVİ SL, İspaniya",7.03,8.44,2016-11-29
BARSİDON,IRBESARTAN + HYDROCHLOROTHIAZIDE,"(300 + 12,5) mq",Tablet,Blister,28,"LABORATORİOS LESVİ SL, İspaniya",10.23,12.28,2016-11-29
BART,TENOXICAM,20 mq,Tablet,Blister,10,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",2.34,2.81,2016-11-29
BART,TENOXICAM,20 mq,Tablet,Blister,20,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",4.66,5.59,2016-11-29
BART,TENOXICAM,20 mq,Tablet,Blister,30,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",7.03,8.44,2016-11-29
BATİKSİM,CEFOTAXIME SODIUM,1000 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",3.74,4.49,2016-11-29
BAZOSİD,AMPICILLIN SODIUM + SULBACTAM SODIUM,(500 + 250) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"DEVA HOLDİNQ AŞ, Türkiyə",2.61,3.13,2016-11-29
BAZOSİD,AMPICILLIN SODIUM + SULBACTAM SODIUM,(1000 + 500) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"DEVA HOLDİNQ AŞ, Türkiyə",4.25,5.1,2016-11-29
BAZSİN,AMIKACIN SULFATE,250 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"YUNİON KOREYA FARM KO LTD, Cənubi Koreya",27.71,33.25,2016-11-29
BEFUNGİN,FUNGUS,1000 mq/ml,Məhlul,Flakon 100 ml,1,"YAROSLAVL ƏCZAÇILIQ FABRİKİ QSC, Rusiya",6.1,7.32,2018-05-18
BEKLOMİL,BECLOMETASONE DIPROPIONATE (ANHYDROUS),100 mkq/doza,Burun üçün sprey,Flakon 200 doza,1,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",17.68,21.22,2018-07-31
BEKOVİT,DEXPANTHENOL + NICOTINAMIDE + PYRIDOXINE + RIBOFLAVIN + THIAMINE,"(6 + 40 + 4 + 4 + 10)
mq/ml",İnyeksiya üçün məhlul,Ampul 2 ml,10,"EKSİR FARMASYUTİKAL KO, İran",10.78,12.94,2016-11-29
BEKSİTROL-F 25/125,SALMETEROL XINAFOATE + FLUTICASONE PROPIONATE,(25 + 125) mkq,İnhalyasiya üçün aerozol,Flakon 120 doza,1,"BEKSİMKO FARMASYUTİKALS LTD, Banqladeş",20.82,24.98,2016-11-29
BEKSİTROL-F 25/250,SALMETEROL XINAFOATE + FLUTICASONE PROPIONATE,(25 + 250) mkq,İnhalyasiya üçün aerozol,Flakon 120 doza,1,"BEKSİMKO FARMASYUTİKALS LTD, Banqladeş",29.04,34.85,2016-11-29
BEKSİTROL-F 25/50,SALMETEROL XINAFOATE + FLUTICASONE PROPIONATE,(25 + 50) mkq,İnhalyasiya üçün aerozol,Flakon 120 doza,1,"BEKSİMKO FARMASYUTİKALS LTD, Banqladeş",18.87,22.64,2016-11-29
BELARA,CHLORMADINONE + ETHINYLESTRADIOL,"(2 + 0,03) mq",Tablet,Blister,21,"GEDEON RİXTER PLC, Macarıstan",16.29,19.55,2016-11-29
BELARA,CHLORMADINONE + ETHINYLESTRADIOL,"(2 + 0,03) mq",Tablet,Blister,63,"GEDEON RİXTER PLC, Macarıstan",46.84,56.21,2016-11-29
BELFLEKS,CHONDROITIN SULFATE,100 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,5,"BELMEDPREPARATI RUM, Belarus",15.15,18.18,2017-12-09
BELFLEKS,CHONDROITIN SULFATE,100 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"BELMEDPREPARATI RUM, Belarus",24.66,29.59,2017-12-09
BELFLEKS,CHONDROITIN SULFATE,100 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,5,"BELMEDPREPARATI RUM, Belarus",15.15,18.18,2017-12-09
BELFLEKS,CHONDROITIN SULFATE,100 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"BELMEDPREPARATI RUM, Belarus",24.66,29.59,2017-12-09
BELLADONA-HOMAKKORD,ATROPA BELLADONNA + ECHINACEA ANGUSTIFOLIA + …,"(5,5 + 5,5 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",5,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",8.14,9.77,2016-11-29
BELLADONA-HOMAKKORD,ATROPA BELLADONNA + ECHINACEA ANGUSTIFOLIA + …,"(5,5 + 5,5 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",10,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",15.36,18.43,2016-11-29
BELLADONA-HOMAKKORD,ATROPA BELLADONNA + ECHINACEA ANGUSTIFOLIA + …,"(5,5 + 5,5 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",50,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",69,82.71,2017-12-09
BELLADONA-HOMAKKORD,ATROPA BELLADONNA + ECHINACEA ANGUSTIFOLIA + …,"(5,5 + 5,5 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",100,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",133.23,155.25,2017-12-09
BELLATAMİNAL,BELLADONNA ALKALOIDS + ERGOTAMINE + PHENOBARBITAL,"(0,1 + 0,3 + 20) mq",Tablet,Blister,30,"VİLAR FARM MƏRKƏZİ QSC, Rusiya",1.84,2.21,2016-11-29
BELLERQAMİN,BELLADONNA ALKALOIDS + ERGOTAMINE + PHENOBARBITAL,"(0,1 + 0,3 + 20) mq",Tablet,Blister,20,"SOFARMA ASC, Bolqarıstan",1.35,1.62,2016-11-29
BELREOPOLİQLÜKAN,DEXTRAN,100 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"NESVİJSKİY DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",2.28,2.74,2016-11-29
BELREOPOLİQLÜKAN,DEXTRAN,100 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,20,"NESVİJSKİY DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",38.84,46.61,2016-11-29
BELREOPOLİQLÜKAN,DEXTRAN,100 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,40,"NESVİJSKİY DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",76.09,90.73,2016-11-29
BELREOPOLİQLÜKAN,DEXTRAN,100 mq/ml,İnfuziya üçün məhlul,Flakon 400 ml,1,"NESVİJSKİY DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",3.45,4.14,2016-11-29
BELREOPOLİQLÜKAN,DEXTRAN,100 mq/ml,İnfuziya üçün məhlul,Flakon 400 ml,12,"NESVİJSKİY DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",39.93,47.92,2016-11-29
BELREOPOLİQLÜKAN,DEXTRAN,100 mq/ml,İnfuziya üçün məhlul,Flakon 400 ml,24,"NESVİJSKİY DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",78.15,93.05,2016-11-29
BELUZOL,BETAMETHASONE DIPROPIONATE,"0,5 mq/q",Krem,Tub 20 q,1,"AMRİYA FARM İND, Misir",2.28,2.74,2016-11-29
BENAQRAS 100,SILDENAFIL,100 mq,Tablet,Blister,1,"ZDOROVYE ƏCZAÇILIQ ŞİRKƏTİ MMC / FARMEKS QRUP MMC, Ukrayna",0.96,1.15,2017-12-09
BENAQRAS 100,SILDENAFIL,100 mq,Tablet,Blister,4,"ZDOROVYE ƏCZAÇILIQ ŞİRKƏTİ MMC / FARMEKS QRUP MMC, Ukrayna",3.67,4.4,2017-12-09
BENAZOL,ALBENDAZOLE,40 mq/ml,Daxilə qəbul edilən suspenziya,Flakon 10 ml,1,"BİOFARM, Rumıniya",5.93,7.12,2016-11-29
BENEFİKS,NONACOG ALFA,250 IU,İnyeksiya məhlulu üçün toz,Flakon + Şprisdə həlledici 5 ml,1,"VEYZ FARMA SA, İspaniya",347.53,393.13,2016-11-29
BENEFİKS,NONACOG ALFA,500 IU,İnyeksiya məhlulu üçün toz,Flakon + Şprisdə həlledici 5 ml,1,"VEYZ FARMA SA, İspaniya",687.21,770.17,2016-11-29
BENEFİKS,NONACOG ALFA,1000 IU,İnyeksiya məhlulu üçün toz,Flakon + Şprisdə həlledici 5 ml,1,"VEYZ FARMA SA, İspaniya",1320.55,1473.18,2016-11-29
BENEFİKS,NONACOG ALFA,2000 IU,İnyeksiya məhlulu üçün toz,Flakon + Şprisdə həlledici 5 ml,1,"VEYZ FARMA SA, İspaniya",3010.16,3348.65,2016-11-29
BENEVRON B,THIAMINE HCL + PYRIDOXINE HCL + CYANOCOBALAMIN + RIBOFLAVINE,"(62,5 + 62,5 + 0,375 +
1) mq/ml",İnyeksiya üçün məhlul,Ampul 4 ml,5,"ROMFARM KOMPANİ SRL, Rumıniya",10.44,12.53,2016-11-29
BENEVRON B,THIAMINE HCL + PYRIDOXINE HCL + CYANOCOBALAMIN + RIBOFLAVINE,"(83,33 + 83,33 + 0,5 +
1,33) mq/ml",İnyeksiya üçün məhlul,Ampul 3 ml,5,"MEFAR İLAÇ SAN AŞ, Türkiyə",10.44,12.53,2017-12-09
BENEVRON BF,THIAMINE HCL + PYRIDOXINE HCL + CYANOCOBALAMIN + RIBOFLAVINE + FOLIC ACID,"(250 + 200 + 0,25 + 15
+ 0,5) mq",Tablet,Blister,20,"LABORATORİYA BEYLİ-KREAT, Fransa",9.17,11,2016-11-29
BENFER,IRON POLYMALTOSE,50 mq/ml,Damcı,Flakon 30 ml,1,"FRANSİYA FARMASYUTİÇİ - İNDASTRİ FARMAKO-BİOLOCİKA SRL, İtaliya",5.06,6.07,2016-11-29
BENGEY,MENTHOL + METHYL SALICYLATE,(100 + 150) mq/q,Krem,Tub 50 q,1,"YANSSEN-SİLAQ SA, Fransa",3.13,3.76,2016-11-29
BENLİSTA,BELIMUMAB,120 mq,İnfuziya məhlulu üçün toz,Flakon,1,"HOSPİRA İNK, Amerika Birləşmiş Ştatları",319.28,361.77,2016-11-29
BENLİSTA,BELIMUMAB,120 mq,İnfuziya məhlulu üçün toz,Flakon,1,"QLAKSOSMİTKLAYN MANUFAKTURİNQ SPA, İtaliya",319.28,361.77,2016-11-29
BENLİSTA,BELIMUMAB,400 mq,İnfuziya məhlulu üçün toz,Flakon,1,"HOSPİRA İNK, Amerika Birləşmiş Ştatları",1042.43,1164.47,2016-11-29
BENLİSTA,BELIMUMAB,400 mq,İnfuziya məhlulu üçün toz,Flakon,1,"QLAKSOSMİTKLAYN MANUFAKTURİNQ SPA, İtaliya",1042.43,1164.47,2016-11-29
BENORAL B12,THIAMINE HCL + PYRIDOXINE HCL + CYANOCOBALAMIN,(250 + 250 + 1) mq,Tablet,Blister,30,"SANTA FARMA İLAÇ SAN AŞ, Türkiyə",4.03,4.84,2016-11-29
BENZATİN,BENZATHINE BENZYLPENICILLIN,"1,2 MIU",İnyeksiya məhlulu üçün toz,Flakon,1,"NCPC İNTERNEYŞNL KORPOREYŞN, Çin",1.28,1.54,2018-07-31
BENZATİN,BENZATHINE BENZYLPENICILLIN,"2,4 MIU",İnyeksiya məhlulu üçün toz,Flakon,1,"NCPC İNTERNEYŞNL KORPOREYŞN, Çin",2.04,2.45,2018-07-31
BENZİL BENZOAT,BENZYL BENZOATE,200 mq/q,Məlhəm,Tub 25 q,1,"ALTAYVİTAMİNİ QSC, Rusiya",0.5,0.6,2016-11-29
